5.000000E-01 8.805553E-02 4.807310E+01 1.496666E+02 7.375019E-01 1.174436E+00 1.580797E+00 3.572031E+01
1.500000E+00 8.805553E-02 5.323908E+01 2.025043E+02 8.739030E-01 6.874456E-01 5.920119E-01 4.002425E+01
2.500000E+00 8.805553E-02 5.777527E+01 1.872929E+02 9.191052E-01 1.095259E+00 9.499183E-01 3.811920E+01
3.500000E+00 8.805553E-02 7.544879E+01 2.315618E+02 1.176750E+00 7.931579E-01 1.484017E+00 3.745070E+01
4.500000E+00 8.805553E-02 1.006768E+02 3.110185E+02 1.356925E+00 9.878982E-01 9.627738E-01 3.258831E+01
5.500000E+00 8.805553E-02 8.163520E+01 3.922057E+02 1.326833E+00 3.641768E-01 2.349014E-01 4.019569E+01
6.500000E+00 8.805553E-02 2.538721E+01 9.120445E+01 4.416532E-01 1.830632E+00 9.025996E-01 3.906771E+01
7.500000E+00 8.805553E-02 0.000000E+00 0.000000E+00 1.537600E+00 0.000000E+00 6.001370E-01 3.741007E+01
8.500000E+00 8.805553E-02 1.292917E+02 4.928915E+02 2.199085E+00 1.308373E+00 2.312585E-01 4.165879E+01
9.500000E+00 8.805553E-02 6.434529E+01 2.698228E+02 1.015587E+00 2.421108E-01 1.123797E+00 3.845848E+01
1.050000E+01 8.805553E-02 0.000000E+00 0.000000E+00 1.302362E+00 2.070144E-01 0.000000E+00 3.990800E+01
1.150000E+01 8.805553E-02 1.716570E+02 6.078925E+02 2.570510E+00 4.793488E-01 6.028599E-01 3.681809E+01
1.250000E+01 8.805553E-02 8.902499E+01 3.161441E+02 1.296163E+00 7.380069E-01 5.902431E-01 3.555088E+01
1.350000E+01 8.805553E-02 0.000000E+00 0.000000E+00 1.194126E+00 0.000000E+00 8.882546E-01 3.606544E+01
1.450000E+01 8.805553E-02 1.021649E+02 4.474401E+02 1.464474E+00 6.343126E-01 2.296353E-01 3.526183E+01
1.550000E+01 8.805553E-02 4.787085E+01 2.077497E+02 7.247380E-01 4.989192E-01 4.465521E-01 3.711686E+01
1.650000E+01 8.805553E-02 1.675538E+02 6.149496E+02 2.304748E+00 5.404937E-01 4.707371E-01 3.381221E+01
1.750000E+01 8.805553E-02 0.000000E+00 0.000000E+00 2.048697E+00 0.000000E+00 5.806536E-01 3.654896E+01
1.850000E+01 8.805553E-02 1.069456E+02 3.627125E+02 1.498279E+00 6.915489E-01 7.309361E-01 3.419696E+01
1.950000E+01 8.805553E-02 5.730141E+01 2.365388E+02 7.314011E-01 3.551038E-01 9.429186E-01 3.088453E+01
2.050000E+01 8.805553E-02 5.658025E+01 1.907308E+02 8.465830E-01 1.243946E+00 7.408589E-01 3.577378E+01
